timestamp,strain_gauge_4,strain_gauge_5,strain_gauge_6,chunk_id,bit_shift_detected,corrected_timestamp,rate_ratio
44616540,1944,916,1568,0,0,44616540,0.9990796134376438
44625647,1949,936,1570,0,0,44625647,0.9990796134376438
44635569,1942,947,1577,0,0,44635569,0.9990796134376438
44645691,1947,946,1635,0,0,44645691,0.9990796134376438
44657104,1938,930,1595,0,0,44657104,0.9990796134376438
44666592,1936,939,1567,0,0,44666592,0.9990796134376438
44677404,1934,964,1568,0,0,44677404,0.9990796134376438
44687843,1941,954,1548,0,0,44687843,0.9990796134376438
44702016,1923,955,1580,0,0,44702016,0.9990796134376438
44712279,1920,955,1560,0,0,44712279,0.9990796134376438
44725145,1930,971,1555,0,0,44725145,0.9990796134376438
44735949,1909,942,1791,0,0,44735949,0.9990796134376438
44745704,1916,970,1633,0,0,44745704,0.9990796134376438
44757653,1920,963,1549,0,0,44757653,0.9990796134376438
44768045,1909,955,1594,0,0,44768045,0.9990796134376438
44777212,1933,949,1552,0,0,44777212,0.9990796134376438
44789694,1917,990,1558,0,0,44789694,0.9990796134376438
44798733,1937,946,1544,0,0,44798733,0.9990796134376438
44808276,1927,975,1563,0,0,44808276,0.9990796134376438
44818971,1930,960,1615,0,0,44818971,0.9990796134376438
44829910,1936,949,1574,0,0,44829910,0.9990796134376438
44840790,1929,955,1617,0,0,44840790,0.9990796134376438
44851500,1962,952,1568,0,0,44851500,0.9990796134376438
44862713,1941,933,1566,0,0,44862713,0.9990796134376438
44872179,1932,976,1593,0,0,44872179,0.9990796134376438
44884048,1952,946,1604,0,0,44884048,0.9990796134376438
44895277,1924,958,1551,0,0,44895277,0.9990796134376438
44905484,1951,954,1542,0,0,44905484,0.9990796134376438
44917627,1947,950,1571,0,0,44917627,0.9990796134376438
44928322,1934,958,1791,0,0,44928322,0.9990796134376438
44939467,1938,952,1573,0,0,44939467,0.9990796134376438
44951166,1925,957,1718,0,0,44951166,0.9990796134376438
44961762,1943,968,1573,0,0,44961762,0.9990796134376438
44973083,1928,946,1569,0,0,44973083,0.9990796134376438
44983030,1926,956,1572,0,0,44983030,0.9990796134376438
44996088,1921,963,1552,0,0,44996088,0.9990796134376438
45006022,1921,952,1587,0,0,45006022,0.9990796134376438
45018451,1930,966,1576,0,0,45018451,0.9990796134376438
45028342,1933,958,1580,0,0,45028342,0.9990796134376438
45040123,1934,965,1582,0,0,45040123,0.9990796134376438
45050763,1930,961,1596,0,0,45050763,0.9990796134376438
45061571,1939,962,1770,0,0,45061571,0.9990796134376438
45070326,1933,969,1579,0,0,45070326,0.9990796134376438
45081930,1930,957,1768,0,0,45081930,0.9990796134376438
45093831,1938,971,1791,0,0,45093831,0.9990796134376438
45105787,1928,989,1571,0,0,45105787,0.9990796134376438
45116252,1909,965,1584,0,0,45116252,0.9990796134376438
45124986,1928,974,1651,0,0,45124986,0.9990796134376438
45133927,1922,978,1580,0,0,45133927,0.9990796134376438
45146319,1905,981,1773,0,0,45146319,0.9990796134376438
45156782,1917,993,1598,0,0,45156782,0.9990796134376438
45169589,1902,994,1571,0,0,45169589,0.9990796134376438
45179386,1903,946,1588,0,0,45179386,0.9990796134376438
45192466,1914,985,1791,0,0,45192466,0.9990796134376438
45203459,1917,990,1582,0,0,45203459,0.9990796134376438
45213477,1923,966,1579,0,0,45213477,0.9990796134376438
45223526,1922,981,1782,0,0,45223526,0.9990796134376438
45233267,1917,949,1787,0,0,45233267,0.9990796134376438
45242661,1921,950,1552,0,0,45242661,0.9990796134376438
45251434,1926,955,1582,0,0,45251434,0.9990796134376438
45263994,1933,945,1605,0,0,45263994,0.9990796134376438
45274420,1929,947,1560,0,0,45274420,0.9990796134376438
45284829,1922,945,1586,0,0,45284829,0.9990796134376438
45294878,1943,939,1578,0,0,45294878,0.9990796134376438
45307110,1957,946,1556,0,0,45307110,0.9990796134376438
45316932,1943,928,1763,0,0,45316932,0.9990796134376438
45327938,1977,941,1597,0,0,45327938,0.9990796134376438
45339636,1956,937,1576,0,0,45339636,0.9990796134376438
45351965,1952,936,1581,0,0,45351965,0.9990796134376438
45364546,1939,934,1578,0,0,45364546,0.9990796134376438
45377574,1947,930,1540,0,0,45377574,0.9990796134376438
45388640,1938,966,1589,0,0,45388640,0.9990796134376438
45398261,1949,955,1555,0,0,45398261,0.9990796134376438
45408021,1908,961,1573,0,0,45408021,0.9990796134376438
45419949,1937,968,1640,0,0,45419949,0.9990796134376438
45429870,1939,959,1577,0,0,45429870,0.9990796134376438
45440076,1913,967,1551,0,0,45440076,0.9990796134376438
45450259,1915,979,1573,0,0,45450259,0.9990796134376438
45461712,1909,986,1577,0,0,45461712,0.9990796134376438
45474791,1922,978,1610,0,0,45474791,0.9990796134376438
45485587,1909,988,1642,0,0,45485587,0.9990796134376438
45494945,1901,998,1576,0,0,45494945,0.9990796134376438
45506923,1894,991,1791,0,0,45506923,0.9990796134376438
45517468,1900,997,1568,0,0,45517468,0.9990796134376438
45528966,1898,985,1557,0,0,45528966,0.9990796134376438
45538782,1913,976,1592,0,0,45538782,0.9990796134376438
45550077,1914,976,1565,0,0,45550077,0.9990796134376438
45559576,1907,984,1555,0,0,45559576,0.9990796134376438
45568211,1907,978,1574,0,0,45568211,0.9990796134376438
45585084,1935,974,1627,0,0,45585084,0.9990796134376438
45596995,1905,965,1570,0,0,45596995,0.9990796134376438
45607755,1914,970,1600,0,0,45607755,0.9990796134376438
45618373,1913,961,1786,0,0,45618373,0.9990796134376438
45628020,1907,978,1556,0,0,45628020,0.9990796134376438
45637859,1906,975,1579,0,0,45637859,0.9990796134376438
45648150,1908,979,1574,0,0,45648150,0.9990796134376438
45662425,1926,960,1563,0,0,45662425,0.9990796134376438
45671572,1940,955,1570,0,0,45671572,0.9990796134376438
45680596,1936,953,1757,0,0,45680596,0.9990796134376438
45691164,1935,946,1774,0,0,45691164,0.9990796134376438
45701554,1932,940,1564,0,0,45701554,0.9990796134376438
45716395,1912,945,1557,0,0,45716395,0.9990796134376438
45725598,1946,945,1549,0,0,45725598,0.9990796134376438
45736807,1940,938,1624,0,0,45736807,0.9990796134376438
45749811,1952,937,1608,0,0,45749811,0.9990796134376438
45758473,1942,929,1597,0,0,45758473,0.9990796134376438
45768883,1958,944,1643,0,0,45768883,0.9990796134376438
45779523,1954,902,1566,0,0,45779523,0.9990796134376438
45789788,1947,956,1641,0,0,45789788,0.9990796134376438
45802317,1954,929,1554,0,0,45802317,0.9990796134376438
45813335,1957,931,1634,0,0,45813335,0.9990796134376438
45823154,1961,924,1776,0,0,45823154,0.9990796134376438
45833841,1960,944,1618,0,0,45833841,0.9990796134376438
45846500,1968,913,1576,0,0,45846500,0.9990796134376438
45856786,1963,904,1560,0,0,45856786,0.9990796134376438
45870550,1988,884,1558,0,0,45870550,0.9990796134376438
45880655,1996,883,1572,0,0,45880655,0.9990796134376438
45890339,1988,877,1539,0,0,45890339,0.9990796134376438
45900362,1989,867,1588,0,0,45900362,0.9990796134376438
45910945,1993,860,1574,0,0,45910945,0.9990796134376438
45926071,2004,852,1540,0,0,45926071,0.9990796134376438
45937687,1996,876,1573,0,0,45937687,0.9990796134376438
45948847,1995,875,1590,0,0,45948847,0.9990796134376438
45958852,2009,860,1555,0,0,45958852,0.9990796134376438
45970616,2000,869,1557,0,0,45970616,0.9990796134376438
45979403,2009,851,1541,0,0,45979403,0.9990796134376438
45989020,2008,846,1568,0,0,45989020,0.9990796134376438
46000380,2001,846,1549,0,0,46000380,0.9990796134376438
46012386,1988,876,1784,0,0,46012386,0.9990796134376438
46021761,1996,859,1555,0,0,46021761,0.9990796134376438
46036495,1974,871,1557,0,0,46036495,0.9990796134376438
46048256,2000,862,1791,0,0,46048256,0.9990796134376438
46059413,1990,873,1536,0,0,46059413,0.9990796134376438
46071285,1976,896,1589,0,0,46071285,0.9990796134376438
46081213,1961,916,1572,0,0,46081213,0.9990796134376438
46093063,1937,946,1555,0,0,46093063,0.9990796134376438
46102859,1947,944,1569,0,0,46102859,0.9990796134376438
46115074,1928,960,1572,0,0,46115074,0.9990796134376438
46125213,1900,992,1540,0,0,46125213,0.9990796134376438
46136955,1903,973,1622,0,0,46136955,0.9990796134376438
46147494,1901,970,1576,0,0,46147494,0.9990796134376438
46157696,1928,980,1567,0,0,46157696,0.9990796134376438
46168919,1924,960,1568,0,0,46168919,0.9990796134376438
46179246,1932,949,1581,0,0,46179246,0.9990796134376438
46189370,1942,960,1566,0,0,46189370,0.9990796134376438
46200723,1945,939,1590,0,0,46200723,0.9990796134376438
46210597,1954,927,1789,0,0,46210597,0.9990796134376438
46220452,1946,918,1540,0,0,46220452,0.9990796134376438
46229657,1966,906,1572,0,0,46229657,0.9990796134376438
46242108,1971,902,1563,0,0,46242108,0.9990796134376438
46252869,1969,891,1583,0,0,46252869,0.9990796134376438
46262728,1977,875,1591,0,0,46262728,0.9990796134376438
46272358,1985,833,1541,0,0,46272358,0.9990796134376438
46283141,2015,851,1554,0,0,46283141,0.9990796134376438
46293960,2027,841,1791,0,0,46293960,0.9990796134376438
46304600,2017,840,1619,0,0,46304600,0.9990796134376438
46319002,2027,828,1592,0,0,46319002,0.9990796134376438
46329953,2021,846,1597,0,0,46329953,0.9990796134376438
46340948,1986,874,1593,0,0,46340948,0.9990796134376438
46352295,1990,888,1600,0,0,46352295,0.9990796134376438
46362705,1974,897,1790,0,0,46362705,0.9990796134376438
46375784,1959,902,1791,0,0,46375784,0.9990796134376438
46385517,1970,892,1655,0,0,46385517,0.9990796134376438
46397840,1965,892,1577,0,0,46397840,0.9990796134376438
46408705,1962,902,1575,0,0,46408705,0.9990796134376438
46419291,1944,918,1745,0,0,46419291,0.9990796134376438
46431150,1939,955,1644,0,0,46431150,0.9990796134376438
46442247,1914,945,1573,0,0,46442247,0.9990796134376438
46454711,1909,970,1565,0,0,46454711,0.9990796134376438
46466590,1905,976,1584,0,0,46466590,0.9990796134376438
46476073,1909,972,1545,0,0,46476073,0.9990796134376438
46486434,1915,974,1610,0,0,46486434,0.9990796134376438
46499629,1932,956,1562,0,0,46499629,0.9990796134376438
46509318,1930,936,1593,0,0,46509318,0.9990796134376438
46519194,1952,932,1561,0,0,46519194,0.9990796134376438
46529556,1964,905,1588,0,0,46529556,0.9990796134376438
46539951,1965,894,1577,0,0,46539951,0.9990796134376438
46551052,1973,894,1586,0,0,46551052,0.9990796134376438
46563517,1975,892,1566,0,0,46563517,0.9990796134376438
46573898,2003,888,1777,0,0,46573898,0.9990796134376438
46584354,1979,885,1646,0,0,46584354,0.9990796134376438
46594138,1985,880,1577,0,0,46594138,0.9990796134376438
46604862,1988,886,1572,0,0,46604862,0.9990796134376438
46616715,1965,881,1790,0,0,46616715,0.9990796134376438
46627039,1964,884,1594,0,0,46627039,0.9990796134376438
46638794,1976,871,1603,0,0,46638794,0.9990796134376438
46649349,1984,879,1576,0,0,46649349,0.9990796134376438
46659982,1976,879,1597,0,0,46659982,0.9990796134376438
46670786,1985,881,1773,0,0,46670786,0.9990796134376438
46683663,1979,880,1606,0,0,46683663,0.9990796134376438
46695032,1981,871,1568,0,0,46695032,0.9990796134376438
46704615,1974,881,1570,0,0,46704615,0.9990796134376438
46716365,1976,899,1553,0,0,46716365,0.9990796134376438
46727472,1972,901,1770,0,0,46727472,0.9990796134376438
46738307,1964,914,1573,0,0,46738307,0.9990796134376438
46749385,1966,898,1561,0,0,46749385,0.9990796134376438
46760771,1970,905,1785,0,0,46760771,0.9990796134376438
46770976,1960,874,1541,0,0,46770976,0.9990796134376438
46782375,2008,868,1561,0,0,46782375,0.9990796134376438
46792356,2007,841,1554,0,0,46792356,0.9990796134376438
46801403,2021,860,1617,0,0,46801403,0.9990796134376438
46813300,1980,861,1600,0,0,46813300,0.9990796134376438
46824777,1966,889,1566,0,0,46824777,0.9990796134376438
46835028,1955,910,1584,0,0,46835028,0.9990796134376438
46846778,1945,937,1540,0,0,46846778,0.9990796134376438
46855874,1940,950,1781,0,0,46855874,0.9990796134376438
46866623,1908,964,1791,0,0,46866623,0.9990796134376438
46879073,1909,994,1791,0,0,46879073,0.9990796134376438
46890785,1914,974,1608,0,0,46890785,0.9990796134376438
46901535,1906,970,1760,0,0,46901535,0.9990796134376438
46912934,1917,961,1557,0,0,46912934,0.9990796134376438
46924726,1929,936,1555,0,0,46924726,0.9990796134376438
46933867,1945,930,1619,0,0,46933867,0.9990796134376438
46944601,1964,901,1576,0,0,46944601,0.9990796134376438
46954280,1972,892,1777,0,0,46954280,0.9990796134376438
46964738,1976,860,1787,0,0,46964738,0.9990796134376438
46976221,1969,888,1791,0,0,46976221,0.9990796134376438
46987422,1966,882,1632,0,0,46987422,0.9990796134376438
46999588,1958,905,1542,0,0,46999588,0.9990796134376438
47010483,1974,898,1562,0,0,47010483,0.9990796134376438
47020393,1954,915,1571,0,0,47020393,0.9990796134376438
47032403,1956,893,1538,0,0,47032403,0.9990796134376438
47042934,1956,908,1614,0,0,47042934,0.9990796134376438
47053935,1952,905,1770,0,0,47053935,0.9990796134376438
47065887,1960,898,1719,0,0,47065887,0.9990796134376438
47076767,1959,920,1565,0,0,47076767,0.9990796134376438
47087783,1958,910,1540,0,0,47087783,0.9990796134376438
47097379,1961,917,1538,0,0,47097379,0.9990796134376438
47107743,1938,915,1787,0,0,47107743,0.9990796134376438
47120554,1942,925,1778,0,0,47120554,0.9990796134376438
47130337,1929,945,1573,0,0,47130337,0.9990796134376438
47140111,1952,946,1573,0,0,47140111,0.9990796134376438
47150499,1930,943,1581,0,0,47150499,0.9990796134376438
47161061,1936,942,1587,0,0,47161061,0.9990796134376438
47170950,1964,918,1614,0,0,47170950,0.9990796134376438
47181462,1937,937,1548,0,0,47181462,0.9990796134376438
47190931,1940,920,1566,0,0,47190931,0.9990796134376438
47202001,1975,912,1625,0,0,47202001,0.9990796134376438
47212075,1988,902,1788,0,0,47212075,0.9990796134376438
47222805,1968,899,1777,0,0,47222805,0.9990796134376438
47233645,1967,891,1643,0,0,47233645,0.9990796134376438
47244446,1961,898,1538,0,0,47244446,0.9990796134376438
47257467,1951,907,1778,0,0,47257467,0.9990796134376438
47267201,1957,906,1590,0,0,47267201,0.9990796134376438
47277724,1976,909,1788,0,0,47277724,0.9990796134376438
47288626,1969,886,1564,0,0,47288626,0.9990796134376438
47298333,1965,894,1542,0,0,47298333,0.9990796134376438
47313872,1954,912,1610,0,0,47313872,0.9990796134376438
47324604,1959,909,1635,0,0,47324604,0.9990796134376438
47334885,1961,904,1603,0,0,47334885,0.9990796134376438
47345555,1950,927,1758,0,0,47345555,0.9990796134376438
47355712,1947,917,1593,0,0,47355712,0.9990796134376438
47365516,1940,922,1791,0,0,47365516,0.9990796134376438
47376619,1931,940,1572,0,0,47376619,0.9990796134376438
47387131,1918,952,1543,0,0,47387131,0.9990796134376438
47398280,1915,933,1787,0,0,47398280,0.9990796134376438
47409500,1919,937,1629,0,0,47409500,0.9990796134376438
47421207,1905,934,1562,0,0,47421207,0.9990796134376438
47432701,1954,924,1647,0,0,47432701,0.9990796134376438
47444143,1953,901,1564,0,0,47444143,0.9990796134376438
47455645,1940,928,1542,0,0,47455645,0.9990796134376438
47465238,1933,911,1575,0,0,47465238,0.9990796134376438
47476885,1931,937,1552,0,0,47476885,0.9990796134376438
47487938,1942,924,1780,0,0,47487938,0.9990796134376438
47499571,1945,920,1545,0,0,47499571,0.9990796134376438
47511753,1946,921,1593,0,0,47511753,0.9990796134376438
47522101,1957,899,1536,0,0,47522101,0.9990796134376438
47534060,1969,898,1594,0,0,47534060,0.9990796134376438
47545609,1961,883,1547,0,0,47545609,0.9990796134376438
47555125,1984,844,1546,0,0,47555125,0.9990796134376438
47568799,1973,859,1790,0,0,47568799,0.9990796134376438
47579075,1984,864,1596,0,0,47579075,0.9990796134376438
47589919,1988,864,1586,0,0,47589919,0.9990796134376438
47600483,1992,877,1550,0,0,47600483,0.9990796134376438
47611329,2000,860,1791,0,0,47611329,0.9990796134376438
47621601,1971,891,1547,0,0,47621601,0.9990796134376438
47631482,1957,906,1633,0,0,47631482,0.9990796134376438
47643435,1947,928,1550,0,0,47643435,0.9990796134376438
47654663,1945,898,1550,0,0,47654663,0.9990796134376438
47664969,1950,940,1744,0,0,47664969,0.9990796134376438
47675212,1921,928,1772,0,0,47675212,0.9990796134376438
47685463,1931,930,1784,0,0,47685463,0.9990796134376438
47697209,1941,946,1537,0,0,47697209,0.9990796134376438
47707006,1924,953,1773,0,0,47707006,0.9990796134376438
47718900,1933,939,1770,0,0,47718900,0.9990796134376438
47729625,1923,945,1296,0,0,47729625,0.9990796134376438
47739532,1924,920,1579,0,0,47739532,0.9990796134376438
47751161,1944,926,1541,0,0,47751161,0.9990796134376438
47762533,1949,913,1593,0,0,47762533,0.9990796134376438
47778087,1950,908,1577,0,0,47778087,0.9990796134376438
47790025,1947,904,1568,0,0,47790025,0.9990796134376438
47800143,1958,908,1617,0,0,47800143,0.9990796134376438
47811438,1941,906,1509,0,0,47811438,0.9990796134376438
47820345,1940,893,1550,0,0,47820345,0.9990796134376438
47830265,1948,921,1777,0,0,47830265,0.9990796134376438
47841878,1968,901,1554,0,0,47841878,0.9990796134376438
47853570,1952,912,1791,0,0,47853570,0.9990796134376438
47862530,1954,878,1576,0,0,47862530,0.9990796134376438
47871240,1965,885,1543,0,0,47871240,0.9990796134376438
47883896,1963,898,1563,0,0,47883896,0.9990796134376438
47894090,1965,909,1763,0,0,47894090,0.9990796134376438
47906046,1924,942,1632,0,0,47906046,0.9990796134376438
47916972,1948,950,1605,0,0,47916972,0.9990796134376438
47926638,1917,954,1542,0,0,47926638,0.9990796134376438
47936933,1905,942,1568,0,0,47936933,0.9990796134376438
47946194,1908,955,1781,0,0,47946194,0.9990796134376438
47957412,1924,946,1761,0,0,47957412,0.9990796134376438
47967838,1899,952,1633,0,0,47967838,0.9990796134376438
47977669,1949,939,1585,0,0,47977669,0.9990796134376438
47989402,1916,938,1564,0,0,47989402,0.9990796134376438
48000760,1939,921,1600,0,0,48000760,0.9990796134376438
48010838,1929,924,1572,0,0,48010838,0.9990796134376438
48020343,1941,937,1558,0,0,48020343,0.9990796134376438
48032340,1948,938,1571,0,0,48032340,0.9990796134376438
48042497,1946,919,1634,0,0,48042497,0.9990796134376438
48053014,1953,901,1760,0,0,48053014,0.9990796134376438
48065421,1960,910,1791,0,0,48065421,0.9990796134376438
48075713,1945,908,1555,0,0,48075713,0.9990796134376438
48088275,1944,926,1791,0,0,48088275,0.9990796134376438
48098307,1940,948,1557,0,0,48098307,0.9990796134376438
48108153,1928,950,1556,0,0,48108153,0.9990796134376438
48120522,1915,965,1570,0,0,48120522,0.9990796134376438
48131522,1906,957,1586,0,0,48131522,0.9990796134376438
48141637,1904,965,1784,0,0,48141637,0.9990796134376438
48153152,1931,964,1570,0,0,48153152,0.9990796134376438
48162520,1917,965,1772,0,0,48162520,0.9990796134376438
48174502,1934,960,1537,0,0,48174502,0.9990796134376438
48185260,1941,932,1602,0,0,48185260,0.9990796134376438
48195013,1942,926,1782,0,0,48195013,0.9990796134376438
48205017,1944,912,1569,0,0,48205017,0.9990796134376438
48215816,1953,927,1570,0,0,48215816,0.9990796134376438
48226480,1933,921,1543,0,0,48226480,0.9990796134376438
48236210,1952,923,1764,0,0,48236210,0.9990796134376438
48246713,1933,925,1598,0,0,48246713,0.9990796134376438
48257194,1948,921,1592,0,0,48257194,0.9990796134376438
48267347,1945,915,1791,0,0,48267347,0.9990796134376438
48277263,1954,885,1568,0,0,48277263,0.9990796134376438
48287537,1970,901,1555,0,0,48287537,0.9990796134376438
48297731,1965,898,1557,0,0,48297731,0.9990796134376438
48306238,1971,879,1547,0,0,48306238,0.9990796134376438
48316453,1971,896,1554,0,0,48316453,0.9990796134376438
48325149,1961,899,1546,0,0,48325149,0.9990796134376438
48334536,1971,923,1588,0,0,48334536,0.9990796134376438
48347264,1975,899,1562,0,0,48347264,0.9990796134376438
48357770,1966,879,1595,0,0,48357770,0.9990796134376438
48367567,1973,909,1778,0,0,48367567,0.9990796134376438
48377081,1966,896,1587,0,0,48377081,0.9990796134376438
48388393,1964,896,1554,0,0,48388393,0.9990796134376438
48398401,1954,902,1546,0,0,48398401,0.9990796134376438
48409048,1976,894,1590,0,0,48409048,0.9990796134376438
48420001,1955,898,1595,0,0,48420001,0.9990796134376438
48431781,1959,913,1575,0,0,48431781,0.9990796134376438
48441262,1957,926,1563,0,0,48441262,0.9990796134376438
48452657,1941,944,1542,0,0,48452657,0.9990796134376438
48462914,1950,930,1555,0,0,48462914,0.9990796134376438
48477457,1942,944,1589,0,0,48477457,0.9990796134376438
48487515,1956,904,1616,0,0,48487515,0.9990796134376438
48498496,1955,913,1570,0,0,48498496,0.9990796134376438
48508551,1948,915,1545,0,0,48508551,0.9990796134376438
48519436,1952,908,1569,0,0,48519436,0.9990796134376438
48529789,1938,929,1590,0,0,48529789,0.9990796134376438
48541444,1934,960,1549,0,0,48541444,0.9990796134376438
48551673,1929,954,1781,0,0,48551673,0.9990796134376438
48560762,1912,942,1562,0,0,48560762,0.9990796134376438
48570314,1917,955,1571,0,0,48570314,0.9990796134376438
48581098,1920,906,1579,0,0,48581098,0.9990796134376438
48590759,1944,940,1782,0,0,48590759,0.9990796134376438
48600349,1941,922,1549,0,0,48600349,0.9990796134376438
48610077,1941,916,1553,0,0,48610077,0.9990796134376438
48622393,1947,907,1568,0,0,48622393,0.9990796134376438
48633083,1952,901,1555,0,0,48633083,0.9990796134376438
48642877,1936,899,1775,0,0,48642877,0.9990796134376438
48654086,1958,913,1645,0,0,48654086,0.9990796134376438
48664269,1932,918,1564,0,0,48664269,0.9990796134376438
48674951,1932,930,1538,0,0,48674951,0.9990796134376438
48684828,1938,916,1535,0,0,48684828,0.9990796134376438
48695573,1953,909,1528,0,0,48695573,0.9990796134376438
48708723,1963,892,1580,0,0,48708723,0.9990796134376438
48719244,1972,898,1548,0,0,48719244,0.9990796134376438
48730089,1964,889,1579,0,0,48730089,0.9990796134376438
48741111,1966,870,1560,0,0,48741111,0.9990796134376438
48751938,1976,877,1785,0,0,48751938,0.9990796134376438
48761597,1988,891,1556,0,0,48761597,0.9990796134376438
48770708,1968,905,1558,0,0,48770708,0.9990796134376438
48781177,1978,906,1281,0,0,48781177,0.9990796134376438
48791029,1958,905,1543,0,0,48791029,0.9990796134376438
48800539,1945,936,1573,0,0,48800539,0.9990796134376438
48814026,1932,932,1776,0,0,48814026,0.9990796134376438
48824253,1928,936,1772,0,0,48824253,0.9990796134376438
48833686,1941,949,1281,0,0,48833686,0.9990796134376438
48844165,1934,953,1548,0,0,48844165,0.9990796134376438
48856201,1918,969,1570,0,0,48856201,0.9990796134376438
48868249,1915,939,1539,0,0,48868249,0.9990796134376438
48878605,1932,927,1555,0,0,48878605,0.9990796134376438
48889216,1937,908,1604,0,0,48889216,0.9990796134376438
48899411,1964,902,1537,0,0,48899411,0.9990796134376438
48910565,1954,891,1563,0,0,48910565,0.9990796134376438
48921623,1955,892,1709,0,0,48921623,0.9990796134376438
48932222,1973,898,1776,0,0,48932222,0.9990796134376438
48942256,1973,905,1321,0,0,48942256,0.9990796134376438
48952603,1955,901,1585,0,0,48952603,0.9990796134376438
48962814,1966,913,1565,0,0,48962814,0.9990796134376438
48974889,1955,894,1761,0,0,48974889,0.9990796134376438
48985116,1933,906,1584,0,0,48985116,0.9990796134376438
48996916,1942,873,1780,0,0,48996916,0.9990796134376438
49008047,1938,912,1791,0,0,49008047,0.9990796134376438
49017658,1944,905,1791,0,0,49017658,0.9990796134376438
49027134,1933,907,1556,0,0,49027134,0.9990796134376438
49037950,1934,925,1562,0,0,49037950,0.9990796134376438
49047873,1924,942,1551,0,0,49047873,0.9990796134376438
49058145,1923,942,1581,0,0,49058145,0.9990796134376438
49068433,1920,940,1315,0,0,49068433,0.9990796134376438
49080145,1940,944,1516,0,0,49080145,0.9990796134376438
49091222,1918,936,1553,0,0,49091222,0.9990796134376438
49099998,1911,955,1687,0,0,49099998,0.9990796134376438
49109447,1934,931,1770,0,0,49109447,0.9990796134376438
49121085,1952,931,1548,0,0,49121085,0.9990796134376438
49131638,1938,915,1583,0,0,49131638,0.9990796134376438
49142762,1949,906,1307,0,0,49142762,0.9990796134376438
49152425,1947,901,1788,0,0,49152425,0.9990796134376438
49162209,1937,914,1625,0,0,49162209,0.9990796134376438
49174097,1925,915,1784,0,0,49174097,0.9990796134376438
49183865,1942,923,1545,0,0,49183865,0.9990796134376438
49195008,1929,936,1586,0,0,49195008,0.9990796134376438
49209080,1938,905,1623,0,0,49209080,0.9990796134376438
49219866,1938,922,1777,0,0,49219866,0.9990796134376438
49229700,1932,922,1577,0,0,49229700,0.9990796134376438
49239364,1945,922,1791,0,0,49239364,0.9990796134376438
49249708,1937,931,1777,0,0,49249708,0.9990796134376438
49263557,1925,939,1791,0,0,49263557,0.9990796134376438
