timestamp,strain_gauge_7,strain_gauge_8,strain_gauge_9,chunk_id,bit_shift_detected,corrected_timestamp,rate_ratio
44771043,1334,1038,969,0,0,44771043,0.9995405256386694
44780186,1341,1046,975,0,0,44780186,0.9995405256386694
44792673,1341,1011,977,0,0,44792673,0.9995405256386694
44801649,1338,1022,976,0,0,44801649,0.9995405256386694
44811479,1325,1021,969,0,0,44811479,0.9995405256386694
44821944,1345,1038,982,0,0,44821944,0.9995405256386694
44833046,1320,1056,968,0,0,44833046,0.9995405256386694
44843990,1336,1022,969,0,0,44843990,0.9995405256386694
44854584,1331,1041,977,0,0,44854584,0.9995405256386694
44865779,1339,1037,972,0,0,44865779,0.9995405256386694
44875384,1345,1069,977,0,0,44875384,0.9995405256386694
44886998,1325,1013,974,0,0,44886998,0.9995405256386694
44898190,1334,1040,968,0,0,44898190,0.9995405256386694
44908480,1366,1020,971,0,0,44908480,0.9995405256386694
44920530,1368,1022,971,0,0,44920530,0.9995405256386694
44931415,1340,1005,976,0,0,44931415,0.9995405256386694
44942515,1344,1017,976,0,0,44942515,0.9995405256386694
44954318,1348,1027,973,0,0,44954318,0.9995405256386694
44964766,1338,1035,970,0,0,44964766,0.9995405256386694
44975976,1342,1017,973,0,0,44975976,0.9995405256386694
44985998,1386,1035,973,0,0,44985998,0.9995405256386694
44998993,1344,1022,971,0,0,44998993,0.9995405256386694
45008979,1331,1033,973,0,0,45008979,0.9995405256386694
45021342,1313,1014,964,0,0,45021342,0.9995405256386694
45031283,1336,1047,970,0,0,45031283,0.9995405256386694
45043169,1331,1029,968,0,0,45043169,0.9995405256386694
45053738,1313,1040,977,0,0,45053738,0.9995405256386694
45064511,1329,1053,974,0,0,45064511,0.9995405256386694
45073388,1305,1042,978,0,0,45073388,0.9995405256386694
45084854,1308,1056,969,0,0,45084854,0.9995405256386694
45096751,1324,1029,979,0,0,45096751,0.9995405256386694
45108704,1312,1019,976,0,0,45108704,0.9995405256386694
45119226,1306,1033,966,0,0,45119226,0.9995405256386694
45127873,1345,1045,969,0,0,45127873,0.9995405256386694
45137490,1321,1049,968,0,0,45137490,0.9995405256386694
45149656,1338,1036,968,0,0,45149656,0.9995405256386694
45159927,1321,1016,963,0,0,45159927,0.9995405256386694
45172473,1348,1031,968,0,0,45172473,0.9995405256386694
45182326,1347,1032,981,0,0,45182326,0.9995405256386694
45195692,1321,1050,977,0,0,45195692,0.9995405256386694
45206493,1341,1041,980,0,0,45206493,0.9995405256386694
45216609,1331,1023,981,0,0,45216609,0.9995405256386694
45226543,1322,1022,974,0,0,45226543,0.9995405256386694
45236299,1331,984,976,0,0,45236299,0.9995405256386694
45245553,1319,1035,973,0,0,45245553,0.9995405256386694
45255479,1310,1038,973,0,0,45255479,0.9995405256386694
45267083,1313,1043,973,0,0,45267083,0.9995405256386694
45277546,1337,1032,966,0,0,45277546,0.9995405256386694
45287932,1317,1044,982,0,0,45287932,0.9995405256386694
45298193,1314,1041,975,0,0,45298193,0.9995405256386694
45311351,1299,1042,966,0,0,45311351,0.9995405256386694
45321548,1356,1036,964,0,0,45321548,0.9995405256386694
45330887,1326,1033,979,0,0,45330887,0.9995405256386694
45342695,1324,1036,973,0,0,45342695,0.9995405256386694
45355085,1333,1021,972,0,0,45355085,0.9995405256386694
45367742,1310,1026,971,0,0,45367742,0.9995405256386694
45380614,1296,1035,973,0,0,45380614,0.9995405256386694
45391542,1321,1036,971,0,0,45391542,0.9995405256386694
45401240,1323,1031,974,0,0,45401240,0.9995405256386694
45411044,1328,1034,980,0,0,45411044,0.9995405256386694
45423017,1318,1044,970,0,0,45423017,0.9995405256386694
45432996,1291,1028,978,0,0,45432996,0.9995405256386694
45443072,1357,1017,973,0,0,45443072,0.9995405256386694
45453265,1312,1062,979,0,0,45453265,0.9995405256386694
45464975,1331,1073,976,0,0,45464975,0.9995405256386694
45477844,1320,1036,970,0,0,45477844,0.9995405256386694
45488509,1324,1042,982,0,0,45488509,0.9995405256386694
45498029,1323,1041,973,0,0,45498029,0.9995405256386694
45509933,1313,1034,972,0,0,45509933,0.9995405256386694
45520716,1331,1041,978,0,0,45520716,0.9995405256386694
45531852,1317,1042,975,0,0,45531852,0.9995405256386694
45541884,1316,1036,974,0,0,45541884,0.9995405256386694
45552975,1317,1029,971,0,0,45552975,0.9995405256386694
45562529,1325,1042,974,0,0,45562529,0.9995405256386694
45572272,1304,1037,968,0,0,45572272,0.9995405256386694
45588085,1302,1036,962,0,0,45588085,0.9995405256386694
45600107,1315,1045,971,0,0,45600107,0.9995405256386694
45610829,1300,1030,978,0,0,45610829,0.9995405256386694
45621388,1299,1011,978,0,0,45621388,0.9995405256386694
45630943,1320,1018,969,0,0,45630943,0.9995405256386694
45640956,1315,1025,973,0,0,45640956,0.9995405256386694
45651250,1326,1029,978,0,0,45651250,0.9995405256386694
45665516,1318,1041,956,0,0,45665516,0.9995405256386694
45674515,1334,1048,978,0,0,45674515,0.9995405256386694
45683573,1306,1045,970,0,0,45683573,0.9995405256386694
45694259,1348,1044,972,0,0,45694259,0.9995405256386694
45704747,1311,1050,988,0,0,45704747,0.9995405256386694
45719425,1308,1045,972,0,0,45719425,0.9995405256386694
45728697,1326,1036,976,0,0,45728697,0.9995405256386694
45739829,1327,1029,976,0,0,45739829,0.9995405256386694
45752626,1328,1020,966,0,0,45752626,0.9995405256386694
45761414,1330,1034,972,0,0,45761414,0.9995405256386694
45772057,1352,1045,971,0,0,45772057,0.9995405256386694
45782485,1329,1040,972,0,0,45782485,0.9995405256386694
45793133,1339,1035,975,0,0,45793133,0.9995405256386694
45805431,1327,1034,968,0,0,45805431,0.9995405256386694
45816328,1328,1039,976,0,0,45816328,0.9995405256386694
45826220,1299,1026,979,0,0,45826220,0.9995405256386694
45836839,1322,1041,971,0,0,45836839,0.9995405256386694
45849582,1361,1021,973,0,0,45849582,0.9995405256386694
45859725,1338,1034,969,0,0,45859725,0.9995405256386694
45873513,1345,1048,973,0,0,45873513,0.9995405256386694
45883569,1340,1029,968,0,0,45883569,0.9995405256386694
45893334,1315,1037,978,0,0,45893334,0.9995405256386694
45903430,1322,1022,962,0,0,45903430,0.9995405256386694
45913950,1306,993,978,0,0,45913950,0.9995405256386694
45929470,1328,1022,976,0,0,45929470,0.9995405256386694
45941067,1315,1029,978,0,0,45941067,0.9995405256386694
45951822,1315,1021,974,0,0,45951822,0.9995405256386694
45961772,1324,1018,978,0,0,45961772,0.9995405256386694
45973608,1311,1037,960,0,0,45973608,0.9995405256386694
45982446,1330,1043,974,0,0,45982446,0.9995405256386694
45992496,1309,1038,974,0,0,45992496,0.9995405256386694
46003435,1307,1022,977,0,0,46003435,0.9995405256386694
46015408,1315,1027,976,0,0,46015408,0.9995405256386694
46024767,1297,1046,968,0,0,46024767,0.9995405256386694
46039710,1321,1027,973,0,0,46039710,0.9995405256386694
46051228,1352,1041,965,0,0,46051228,0.9995405256386694
46062420,1339,1033,980,0,0,46062420,0.9995405256386694
46074456,1328,1030,977,0,0,46074456,0.9995405256386694
46084473,1336,1049,970,0,0,46084473,0.9995405256386694
46096091,1347,1035,979,0,0,46096091,0.9995405256386694
46105817,1331,1024,977,0,0,46105817,0.9995405256386694
46117964,1348,1037,972,0,0,46117964,0.9995405256386694
46128167,1341,1045,976,0,0,46128167,0.9995405256386694
46140022,1342,1032,970,0,0,46140022,0.9995405256386694
46150518,1340,1033,968,0,0,46150518,0.9995405256386694
46160642,1347,1041,969,0,0,46160642,0.9995405256386694
46172024,1348,1045,977,0,0,46172024,0.9995405256386694
46182278,1350,1040,977,0,0,46182278,0.9995405256386694
46192271,1364,1051,980,0,0,46192271,0.9995405256386694
46203736,1342,1032,972,0,0,46203736,0.9995405256386694
46213582,1348,1029,969,0,0,46213582,0.9995405256386694
46223587,1354,1036,971,0,0,46223587,0.9995405256386694
46233654,1340,1049,975,0,0,46233654,0.9995405256386694
46245038,1318,1053,973,0,0,46245038,0.9995405256386694
46256028,1344,1030,965,0,0,46256028,0.9995405256386694
46265613,1331,1022,980,0,0,46265613,0.9995405256386694
46275402,1330,1029,976,0,0,46275402,0.9995405256386694
46286261,1336,1041,981,0,0,46286261,0.9995405256386694
46296848,1332,1033,969,0,0,46296848,0.9995405256386694
46307592,1298,1027,974,0,0,46307592,0.9995405256386694
46321807,1345,1030,969,0,0,46321807,0.9995405256386694
46333060,1345,1034,971,0,0,46333060,0.9995405256386694
46344142,1326,1034,968,0,0,46344142,0.9995405256386694
46355341,1337,1046,974,0,0,46355341,0.9995405256386694
46365831,1339,1020,968,0,0,46365831,0.9995405256386694
46378689,1333,1006,966,0,0,46378689,0.9995405256386694
46388431,1345,1034,973,0,0,46388431,0.9995405256386694
46400854,1341,1033,972,0,0,46400854,0.9995405256386694
46411726,1362,1025,980,0,0,46411726,0.9995405256386694
46422849,1348,1058,972,0,0,46422849,0.9995405256386694
46434060,1385,1024,969,0,0,46434060,0.9995405256386694
46445135,1349,1028,975,0,0,46445135,0.9995405256386694
46457675,1348,1028,966,0,0,46457675,0.9995405256386694
46469576,1345,1023,967,0,0,46469576,0.9995405256386694
46478999,1329,1038,969,0,0,46478999,0.9995405256386694
46489482,1322,1026,973,0,0,46489482,0.9995405256386694
46502623,1345,1037,980,0,0,46502623,0.9995405256386694
46512250,1347,1035,974,0,0,46512250,0.9995405256386694
46522189,1346,1010,969,0,0,46522189,0.9995405256386694
46532596,1361,1029,974,0,0,46532596,0.9995405256386694
46543072,1337,1043,970,0,0,46543072,0.9995405256386694
46554018,1326,1062,973,0,0,46554018,0.9995405256386694
46566495,1320,1012,972,0,0,46566495,0.9995405256386694
46576902,1329,1039,974,0,0,46576902,0.9995405256386694
46587274,1356,1023,971,0,0,46587274,0.9995405256386694
46597221,1335,1020,965,0,0,46597221,0.9995405256386694
46608207,1336,1022,970,0,0,46608207,0.9995405256386694
46619714,1338,1040,976,0,0,46619714,0.9995405256386694
46629990,1357,1026,971,0,0,46629990,0.9995405256386694
46641775,1329,1012,971,0,0,46641775,0.9995405256386694
46652205,1336,1011,968,0,0,46652205,0.9995405256386694
46663005,1343,1019,968,0,0,46663005,0.9995405256386694
46673787,1306,1027,970,0,0,46673787,0.9995405256386694
46686575,1334,998,976,0,0,46686575,0.9995405256386694
46698048,1336,1028,974,0,0,46698048,0.9995405256386694
46707626,1336,1029,973,0,0,46707626,0.9995405256386694
46719265,1347,1018,969,0,0,46719265,0.9995405256386694
46730338,1341,1019,974,0,0,46730338,0.9995405256386694
46741215,1321,1025,978,0,0,46741215,0.9995405256386694
46752255,1326,1005,976,0,0,46752255,0.9995405256386694
46763585,1357,1019,970,0,0,46763585,0.9995405256386694
46773952,1305,1040,968,0,0,46773952,0.9995405256386694
46785430,1325,1026,969,0,0,46785430,0.9995405256386694
46795285,1339,1019,973,0,0,46795285,0.9995405256386694
46804303,1341,1014,978,0,0,46804303,0.9995405256386694
46816593,1342,1005,969,0,0,46816593,0.9995405256386694
46827816,1329,1020,971,0,0,46827816,0.9995405256386694
46838118,1333,1019,971,0,0,46838118,0.9995405256386694
46849685,1339,1024,971,0,0,46849685,0.9995405256386694
46858980,1350,1025,971,0,0,46858980,0.9995405256386694
46869855,1345,1034,966,0,0,46869855,0.9995405256386694
46882057,1341,1034,963,0,0,46882057,0.9995405256386694
46893684,1343,1027,964,0,0,46893684,0.9995405256386694
46904634,1326,1015,963,0,0,46904634,0.9995405256386694
46915939,1337,1043,965,0,0,46915939,0.9995405256386694
46927616,1352,1022,978,0,0,46927616,0.9995405256386694
46936920,1368,1033,975,0,0,46936920,0.9995405256386694
46947775,1337,1030,977,0,0,46947775,0.9995405256386694
46957252,1370,1037,973,0,0,46957252,0.9995405256386694
46967632,1345,1017,969,0,0,46967632,0.9995405256386694
46979302,1334,1029,970,0,0,46979302,0.9995405256386694
46990449,1323,1044,979,0,0,46990449,0.9995405256386694
47002518,1326,1000,976,0,0,47002518,0.9995405256386694
47013408,1326,1018,972,0,0,47013408,0.9995405256386694
47023616,1350,1022,981,0,0,47023616,0.9995405256386694
47035509,1340,1013,968,0,0,47035509,0.9995405256386694
47045878,1325,1010,963,0,0,47045878,0.9995405256386694
47056940,1306,1024,975,0,0,47056940,0.9995405256386694
47068946,1334,1020,968,0,0,47068946,0.9995405256386694
47079670,1348,1032,981,0,0,47079670,0.9995405256386694
47090794,1345,1060,963,0,0,47090794,0.9995405256386694
47100280,1347,1005,969,0,0,47100280,0.9995405256386694
47111020,1346,1020,976,0,0,47111020,0.9995405256386694
47123613,1342,1034,974,0,0,47123613,0.9995405256386694
47133260,1347,1021,973,0,0,47133260,0.9995405256386694
47143152,1344,1034,973,0,0,47143152,0.9995405256386694
47153500,1342,1024,973,0,0,47153500,0.9995405256386694
47163952,1332,1027,974,0,0,47163952,0.9995405256386694
47174145,1336,1066,966,0,0,47174145,0.9995405256386694
47184578,1340,1013,969,0,0,47184578,0.9995405256386694
47194813,1347,1026,979,0,0,47194813,0.9995405256386694
47205063,1355,1026,978,0,0,47205063,0.9995405256386694
47215127,1364,1012,974,0,0,47215127,0.9995405256386694
47225804,1335,1028,968,0,0,47225804,0.9995405256386694
47236694,1323,1038,972,0,0,47236694,0.9995405256386694
47247576,1331,1043,971,0,0,47247576,0.9995405256386694
47260444,1340,1014,970,0,0,47260444,0.9995405256386694
47270126,1350,1016,977,0,0,47270126,0.9995405256386694
47280710,1340,1008,963,0,0,47280710,0.9995405256386694
47291519,1348,1028,974,0,0,47291519,0.9995405256386694
47301379,1329,1004,976,0,0,47301379,0.9995405256386694
47316843,1336,1025,971,0,0,47316843,0.9995405256386694
47327562,1346,1014,966,0,0,47327562,0.9995405256386694
47338013,1347,1010,976,0,0,47338013,0.9995405256386694
47348619,1322,1022,967,0,0,47348619,0.9995405256386694
47358747,1341,1017,975,0,0,47358747,0.9995405256386694
47368451,1350,1018,974,0,0,47368451,0.9995405256386694
47379644,1345,1003,973,0,0,47379644,0.9995405256386694
47390074,1384,1031,969,0,0,47390074,0.9995405256386694
47401291,1328,1019,968,0,0,47401291,0.9995405256386694
47412512,1358,1018,971,0,0,47412512,0.9995405256386694
47424299,1342,1018,970,0,0,47424299,0.9995405256386694
47435737,1337,1000,972,0,0,47435737,0.9995405256386694
47447061,1345,1021,959,0,0,47447061,0.9995405256386694
47458696,1363,1009,962,0,0,47458696,0.9995405256386694
47468089,1333,1013,970,0,0,47468089,0.9995405256386694
47479956,1329,1000,962,0,0,47479956,0.9995405256386694
47491028,1318,1034,963,0,0,47491028,0.9995405256386694
47502606,1332,1022,976,0,0,47502606,0.9995405256386694
47514717,1328,1016,969,0,0,47514717,0.9995405256386694
47525087,1334,1012,972,0,0,47525087,0.9995405256386694
47537066,1350,1003,974,0,0,47537066,0.9995405256386694
47548587,1339,1010,963,0,0,47548587,0.9995405256386694
47558899,1328,1010,964,0,0,47558899,0.9995405256386694
47571718,1357,1020,976,0,0,47571718,0.9995405256386694
47582130,1360,1013,973,0,0,47582130,0.9995405256386694
47592939,1337,1002,969,0,0,47592939,0.9995405256386694
47603607,1317,1019,976,0,0,47603607,0.9995405256386694
47614347,1332,1008,961,0,0,47614347,0.9995405256386694
47624627,1339,1009,966,0,0,47624627,0.9995405256386694
47634645,1336,1012,964,0,0,47634645,0.9995405256386694
47646442,1357,1024,969,0,0,47646442,0.9995405256386694
47657574,1342,1010,969,0,0,47657574,0.9995405256386694
47668009,1334,1016,964,0,0,47668009,0.9995405256386694
47678469,1345,1004,964,0,0,47678469,0.9995405256386694
47689182,1355,1014,968,0,0,47689182,0.9995405256386694
47700109,1324,1007,974,0,0,47700109,0.9995405256386694
47709940,1362,1011,966,0,0,47709940,0.9995405256386694
47721906,1341,1007,971,0,0,47721906,0.9995405256386694
47732507,1336,1008,976,0,0,47732507,0.9995405256386694
47742563,1340,1018,965,0,0,47742563,0.9995405256386694
47754204,1346,1035,964,0,0,47754204,0.9995405256386694
47765422,1342,1017,963,0,0,47765422,0.9995405256386694
47781505,1331,1003,977,0,0,47781505,0.9995405256386694
47793024,1336,1003,976,0,0,47793024,0.9995405256386694
47803162,1336,1040,972,0,0,47803162,0.9995405256386694
47814503,1353,1011,963,0,0,47814503,0.9995405256386694
47823665,1348,1005,976,0,0,47823665,0.9995405256386694
47833280,1311,999,970,0,0,47833280,0.9995405256386694
47844883,1336,1008,964,0,0,47844883,0.9995405256386694
47856460,1331,1016,974,0,0,47856460,0.9995405256386694
47865464,1323,1029,968,0,0,47865464,0.9995405256386694
47875136,1346,1048,970,0,0,47875136,0.9995405256386694
47887010,1328,1031,976,0,0,47887010,0.9995405256386694
47897096,1353,1000,965,0,0,47897096,0.9995405256386694
47909164,1331,1009,965,0,0,47909164,0.9995405256386694
47920052,1344,1013,966,0,0,47920052,0.9995405256386694
47929564,1316,1015,971,0,0,47929564,0.9995405256386694
47939970,1341,1013,971,0,0,47939970,0.9995405256386694
47949110,1344,1011,969,0,0,47949110,0.9995405256386694
47960540,1332,1000,962,0,0,47960540,0.9995405256386694
47970867,1312,1029,973,0,0,47970867,0.9995405256386694
47980709,1341,1011,969,0,0,47980709,0.9995405256386694
47992307,1369,1017,965,0,0,47992307,0.9995405256386694
48003777,1341,1014,979,0,0,48003777,0.9995405256386694
48013868,1357,1015,955,0,0,48013868,0.9995405256386694
48023435,1337,1013,972,0,0,48023435,0.9995405256386694
48035349,1309,1009,971,0,0,48035349,0.9995405256386694
48045575,1324,1029,971,0,0,48045575,0.9995405256386694
48055933,1325,1030,970,0,0,48055933,0.9995405256386694
48068413,1321,1020,961,0,0,48068413,0.9995405256386694
48078743,1339,1026,972,0,0,48078743,0.9995405256386694
48091302,1317,1018,963,0,0,48091302,0.9995405256386694
48101261,1313,1022,977,0,0,48101261,0.9995405256386694
48111069,1315,1044,971,0,0,48111069,0.9995405256386694
48123449,1320,1016,973,0,0,48123449,0.9995405256386694
48134576,1316,1060,971,0,0,48134576,0.9995405256386694
48144758,1325,1023,970,0,0,48144758,0.9995405256386694
48156149,1328,1033,982,0,0,48156149,0.9995405256386694
48165539,1336,1005,979,0,0,48165539,0.9995405256386694
48177475,1331,1025,970,0,0,48177475,0.9995405256386694
48188376,1331,1030,966,0,0,48188376,0.9995405256386694
48198090,1327,1060,975,0,0,48198090,0.9995405256386694
48208041,1317,1049,979,0,0,48208041,0.9995405256386694
48218896,1330,1044,974,0,0,48218896,0.9995405256386694
48229484,1327,1006,977,0,0,48229484,0.9995405256386694
48239276,1337,1046,971,0,0,48239276,0.9995405256386694
48249848,1346,1024,965,0,0,48249848,0.9995405256386694
48260203,1308,1008,968,0,0,48260203,0.9995405256386694
48270297,1339,1037,977,0,0,48270297,0.9995405256386694
48280238,1339,1049,974,0,0,48280238,0.9995405256386694
48290572,1331,1032,976,0,0,48290572,0.9995405256386694
48300665,1329,1038,979,0,0,48300665,0.9995405256386694
48309219,1329,1020,968,0,0,48309219,0.9995405256386694
48319200,1331,1024,966,0,0,48319200,0.9995405256386694
48328196,1341,1021,976,0,0,48328196,0.9995405256386694
48338672,1330,1039,976,0,0,48338672,0.9995405256386694
48350318,1340,1020,971,0,0,48350318,0.9995405256386694
48360932,1326,1052,978,0,0,48360932,0.9995405256386694
48370575,1345,1026,971,0,0,48370575,0.9995405256386694
48380067,1328,1022,965,0,0,48380067,0.9995405256386694
48391412,1359,1028,966,0,0,48391412,0.9995405256386694
48401433,1367,1011,969,0,0,48401433,0.9995405256386694
48412231,1348,1029,974,0,0,48412231,0.9995405256386694
48423017,1334,1034,970,0,0,48423017,0.9995405256386694
48434695,1340,1029,973,0,0,48434695,0.9995405256386694
48444274,1355,1033,963,0,0,48444274,0.9995405256386694
48455773,1340,1032,966,0,0,48455773,0.9995405256386694
48465996,1352,1000,973,0,0,48465996,0.9995405256386694
48480372,1331,1060,977,0,0,48480372,0.9995405256386694
48490450,1324,1033,969,0,0,48490450,0.9995405256386694
48501509,1331,1033,970,0,0,48501509,0.9995405256386694
48511546,1352,1019,969,0,0,48511546,0.9995405256386694
48522356,1338,1004,971,0,0,48522356,0.9995405256386694
48532773,1337,1032,965,0,0,48532773,0.9995405256386694
48544357,1329,1042,965,0,0,48544357,0.9995405256386694
48554657,1320,1028,976,0,0,48554657,0.9995405256386694
48563648,1347,1024,968,0,0,48563648,0.9995405256386694
48573476,1338,1014,979,0,0,48573476,0.9995405256386694
48584082,1337,1006,971,0,0,48584082,0.9995405256386694
48593719,1341,1012,969,0,0,48593719,0.9995405256386694
48603352,1354,1029,971,0,0,48603352,0.9995405256386694
48613007,1330,1011,974,0,0,48613007,0.9995405256386694
48625372,1340,1011,974,0,0,48625372,0.9995405256386694
48635987,1357,1011,962,0,0,48635987,0.9995405256386694
48645874,1339,1042,972,0,0,48645874,0.9995405256386694
48657088,1324,1017,969,0,0,48657088,0.9995405256386694
48667182,1342,1021,973,0,0,48667182,0.9995405256386694
48677876,1304,1017,964,0,0,48677876,0.9995405256386694
48687861,1362,1030,961,0,0,48687861,0.9995405256386694
48698777,1346,1010,970,0,0,48698777,0.9995405256386694
48711714,1331,1014,979,0,0,48711714,0.9995405256386694
48722238,1332,1019,965,0,0,48722238,0.9995405256386694
48733256,1347,1007,969,0,0,48733256,0.9995405256386694
48744124,1333,1001,970,0,0,48744124,0.9995405256386694
48754998,1335,1020,974,0,0,48754998,0.9995405256386694
48764596,1336,1001,963,0,0,48764596,0.9995405256386694
48773666,1331,1022,973,0,0,48773666,0.9995405256386694
48784470,1355,1040,971,0,0,48784470,0.9995405256386694
48794134,1340,1005,960,0,0,48794134,0.9995405256386694
48803709,1347,1007,970,0,0,48803709,0.9995405256386694
48816955,1348,1021,969,0,0,48816955,0.9995405256386694
48827183,1330,1009,974,0,0,48827183,0.9995405256386694
48836749,1362,1018,972,0,0,48836749,0.9995405256386694
48847198,1329,1005,976,0,0,48847198,0.9995405256386694
48859211,1332,995,970,0,0,48859211,0.9995405256386694
48871261,1333,1017,964,0,0,48871261,0.9995405256386694
48881609,1333,1012,976,0,0,48881609,0.9995405256386694
48892201,1325,1000,969,0,0,48892201,0.9995405256386694
48902367,1320,1034,974,0,0,48902367,0.9995405256386694
48913582,1336,1008,968,0,0,48913582,0.9995405256386694
48924622,1333,1009,973,0,0,48924622,0.9995405256386694
48935307,1331,1021,977,0,0,48935307,0.9995405256386694
48945250,1326,1021,971,0,0,48945250,0.9995405256386694
48955766,1318,1012,978,0,0,48955766,0.9995405256386694
48965913,1357,1012,976,0,0,48965913,0.9995405256386694
48978029,1339,1009,964,0,0,48978029,0.9995405256386694
48988159,1334,1017,965,0,0,48988159,0.9995405256386694
48999851,1339,1004,970,0,0,48999851,0.9995405256386694
49011065,1333,1017,973,0,0,49011065,0.9995405256386694
49020555,1330,1010,963,0,0,49020555,0.9995405256386694
49030241,1305,1024,974,0,0,49030241,0.9995405256386694
49040993,1349,1002,966,0,0,49040993,0.9995405256386694
49050825,1323,1000,968,0,0,49050825,0.9995405256386694
49061177,1329,996,963,0,0,49061177,0.9995405256386694
49071608,1325,995,976,0,0,49071608,0.9995405256386694
49083289,1355,992,975,0,0,49083289,0.9995405256386694
49094197,1343,1005,972,0,0,49094197,0.9995405256386694
49102907,1344,1020,962,0,0,49102907,0.9995405256386694
49112390,1344,995,966,0,0,49112390,0.9995405256386694
49124089,1337,1009,969,0,0,49124089,0.9995405256386694
49134750,1330,998,970,0,0,49134750,0.9995405256386694
49145918,1326,1005,972,0,0,49145918,0.9995405256386694
49155434,1322,1041,970,0,0,49155434,0.9995405256386694
49165584,1316,1009,966,0,0,49165584,0.9995405256386694
49177011,1326,1010,968,0,0,49177011,0.9995405256386694
49187092,1332,984,964,0,0,49187092,0.9995405256386694
49198148,1350,1021,970,0,0,49198148,0.9995405256386694
49211969,1325,1004,971,0,0,49211969,0.9995405256386694
49222884,1315,1005,969,0,0,49222884,0.9995405256386694
49232669,1321,1030,970,0,0,49232669,0.9995405256386694
49242358,1320,990,965,0,0,49242358,0.9995405256386694
49252848,1316,1017,966,0,0,49252848,0.9995405256386694
49266674,1323,1010,969,0,0,49266674,0.9995405256386694
